accountId	accountType	lastLoginDatePeopleSoft	enabledInPeopleSoft	lastLoginDateEntraMicrosoft	enabledInEntraMicrosoft	unusedEntraMicrosoft6Months	unusedEntraMicrosoft12Months
90	campus	null	true	null	true	true	true
92	campus	2023-03-05	true	2023-03-05	true	true	true
179	campus	2025-03-19	true	2025-03-19	true	true	true
192	campus	2025-01-24	true	2025-02-03	true	true	true
239	campus	null	true	null	true	true	true
247	campus	2023-08-23	true	2023-03-14	true	true	true
272	campus	2024-09-15	true	2025-03-24	true	true	true
273	campus	2025-01-06	true	2025-01-07	true	true	true
282	campus	2025-02-13	true	2025-04-11	true	true	true
283	campus	2025-01-03	true	2025-01-03	true	true	true
288	campus	2024-08-24	true	2024-11-19	true	true	true
307	campus	2025-04-29	true	2025-03-13	true	true	true
343	campus	2023-06-05	true	2023-05-24	true	true	true
365	campus	2024-01-24	true	2024-02-04	true	true	true
372	campus	null	true	null	true	true	true
388	campus	2023-09-23	true	2023-11-19	true	true	true
437	campus	null	true	null	true	true	true
449	campus	2024-06-12	true	2024-06-12	true	true	true
459	campus	null	true	null	true	true	true
473	campus	2023-06-07	true	null	true	true	true
489	campus	2023-10-03	true	2023-10-03	true	true	true
498	campus	null	true	2023-11-21	true	true	true
530	campus	2023-05-10	true	2023-05-09	true	true	true
643	campus	null	true	null	true	true	true
645	campus	2024-03-08	true	2024-04-24	true	true	true
647	campus	2024-05-08	true	2024-05-20	true	true	true
688	campus	2024-06-13	true	2024-04-02	true	true	true
716	campus	2024-03-30	true	2024-04-10	true	true	true
766	campus	2024-07-20	true	2024-09-03	true	true	true
769	campus	null	true	null	true	true	true
827	campus	2022-09-28	true	null	true	true	true
829	campus	2024-02-08	true	2024-08-10	true	true	true
846	campus	2025-02-08	true	2025-02-08	true	true	true
853	campus	2025-01-23	true	2025-03-20	true	true	true
857	campus	2022-10-06	true	2022-10-06	true	true	true
911	campus	2024-06-01	true	2025-01-02	true	true	true
945	campus	2025-02-07	true	2025-03-16	true	true	true
964	campus	2023-05-15	true	2023-07-18	true	true	true
1016	campus	2024-09-18	true	2024-09-13	true	true	true
1019	campus	null	true	null	true	true	true
1021	campus	2024-05-22	true	2024-06-08	true	true	true
1048	campus	2024-01-10	true	2025-03-01	true	true	true
1051	campus	2024-07-14	true	2024-07-16	true	true	true
1074	campus	2023-12-28	true	2024-03-02	true	true	true
1082	campus	2025-02-11	true	2025-02-13	true	true	true
1086	campus	2023-06-26	true	2023-08-23	true	true	true
1091	campus	2024-01-26	true	2024-07-23	true	true	true
1094	campus	null	true	null	true	true	true
1106	campus	null	true	null	true	true	true
1122	campus	2024-08-10	true	2024-07-28	true	true	true
1135	campus	2024-02-01	true	2024-10-02	true	true	true
1172	campus	2022-09-26	true	2022-10-12	true	true	true
1214	campus	null	true	null	true	true	true
1221	campus	2023-10-03	true	2024-04-22	true	true	true
1231	campus	2025-01-29	true	2025-03-07	true	true	true
1300	campus	2022-09-02	true	2022-09-30	true	true	true
1324	campus	null	true	2024-01-11	true	true	true
1329	campus	2024-08-29	true	2024-07-31	true	true	true
1331	campus	2024-02-15	true	2024-01-08	true	true	true
1359	campus	2024-06-20	true	2024-06-28	true	true	true
1375	campus	2024-08-07	true	2024-08-07	true	true	true
1381	campus	2024-05-22	true	2024-03-24	true	true	true
1384	campus	2024-05-21	true	2024-05-21	true	true	true
1412	campus	2023-05-15	true	2023-11-28	true	true	true
1451	campus	null	true	null	true	true	true
1457	campus	null	true	null	true	true	true
1483	campus	null	true	null	true	true	true
1540	campus	2024-09-11	true	null	true	true	true
1543	campus	2023-01-07	true	2024-05-09	true	true	true
1552	campus	2023-09-11	true	2024-08-06	true	true	true
1564	campus	2024-10-29	true	2024-10-29	true	true	true
1577	campus	2022-08-30	true	2022-11-23	true	true	true
1591	campus	2023-09-07	true	2023-09-07	true	true	true
1616	campus	2024-02-16	true	2023-11-17	true	true	true
1629	campus	2023-03-25	true	2023-03-25	true	true	true
1651	campus	2023-09-07	true	2024-06-13	true	true	true
1658	campus	2023-02-12	true	2023-02-28	true	true	true
1725	campus	2024-05-16	true	2024-05-21	true	true	true
