accountId	accountType	lastLoginDatePeopleSoft	enabledInPeopleSoft	lastLoginDateEntraMicrosoft	enabledInEntraMicrosoft	unusedEntraMicrosoft6Months	unusedEntraMicrosoft12Months
14	alumni	2024-05-22	false	2025-10-03	true	true	false
19	alumni	2025-01-24	false	2025-05-17	true	true	false
20	alumni	2023-06-27	false	2023-07-31	true	true	true
21	alumni	2022-05-11	false	2025-01-02	true	true	true
23	alumni	2022-06-23	false	2024-06-03	true	true	true
31	alumni	null	null	2022-03-25	true	true	true
35	alumni	null	null	2022-10-04	true	true	true
38	alumni	2022-05-10	false	2024-05-15	true	true	true
48	alumni	null	null	null	true	true	true
65	alumni	null	null	null	true	true	true
68	alumni	2023-05-27	false	2024-10-29	true	true	true
69	alumni	2023-06-16	false	2025-06-27	true	true	false
72	alumni	2025-04-30	false	2025-08-10	true	true	false
89	alumni	2022-05-10	false	2024-04-28	true	true	true
93	alumni	null	null	2021-11-10	true	true	true
122	alumni	null	null	2024-04-22	true	true	true
123	alumni	null	null	null	true	true	true
125	alumni	null	null	null	true	true	true
140	alumni	null	null	null	false	true	true
177	alumni	2023-06-01	false	2025-09-01	true	true	false
180	alumni	2022-05-09	false	2022-07-10	true	true	true
184	alumni	2022-05-14	false	2022-06-14	true	true	true
190	alumni	2023-05-22	false	2023-08-16	true	true	true
207	alumni	null	null	2022-02-17	true	true	true
229	alumni	null	null	2022-12-03	true	true	true
237	alumni	null	null	2022-10-03	true	true	true
243	alumni	null	null	2022-12-20	true	true	true
246	alumni	2023-01-06	false	2025-02-27	true	true	true
252	alumni	null	null	2024-12-07	true	true	true
253	alumni	2022-05-19	false	2025-09-26	true	true	false
254	alumni	null	null	2025-04-28	true	true	false
261	alumni	2022-05-26	false	2022-08-31	true	true	true
269	alumni	null	null	null	true	true	true
275	alumni	null	null	null	true	true	true
277	alumni	2025-05-12	false	2025-08-13	true	true	false
279	alumni	2024-05-13	false	2024-08-06	true	true	true
281	alumni	null	null	2024-11-18	true	true	true
289	alumni	2025-05-14	false	2025-06-19	true	true	false
290	alumni	null	null	2021-11-27	true	true	true
313	alumni	null	null	2025-07-09	true	true	false
314	alumni	2025-04-30	false	2025-05-17	true	true	false
322	alumni	null	null	2023-06-13	true	true	true
326	alumni	2022-05-16	false	2022-08-30	true	true	true
337	alumni	2023-06-09	false	2023-07-27	true	true	true
340	alumni	null	null	2024-04-27	true	true	true
342	alumni	2023-05-08	false	2025-07-26	true	true	false
348	alumni	null	null	null	true	true	true
358	alumni	2024-05-13	false	2024-09-05	true	true	true
364	alumni	2024-05-16	false	2024-08-15	true	true	true
367	alumni	null	null	null	true	true	true
375	alumni	null	null	2022-07-23	true	true	true
379	alumni	null	null	2022-10-03	true	true	true
386	alumni	2022-05-26	false	2023-06-04	true	true	true
387	alumni	2025-05-03	false	2025-07-10	true	true	false
398	alumni	2024-05-29	false	2025-03-06	true	true	true
407	alumni	null	null	null	true	true	true
409	alumni	2023-06-01	false	2024-12-19	true	true	true
413	alumni	2023-05-26	false	2024-06-01	true	true	true
428	alumni	2025-06-28	false	2025-10-07	true	true	false
433	alumni	null	null	2025-02-11	true	true	true
434	alumni	2022-02-01	false	2022-06-23	true	true	true
435	alumni	null	null	null	true	true	true
436	alumni	null	null	2022-08-30	true	true	true
460	alumni	2022-05-23	false	2025-08-18	true	true	false
470	alumni	2023-05-17	false	2025-04-01	true	true	true
475	alumni	2022-05-10	false	2022-06-29	true	true	true
478	alumni	2022-03-10	false	2024-04-29	true	true	true
482	alumni	null	null	null	true	true	true
484	alumni	null	null	2022-09-03	true	true	true
486	alumni	null	null	2023-09-02	true	true	true
488	alumni	null	null	2025-10-11	true	true	false
492	alumni	2022-05-09	false	2022-07-06	true	true	true
497	alumni	2023-05-09	false	2024-11-11	true	true	true
500	alumni	null	null	2024-04-16	true	true	true
501	alumni	null	null	null	true	true	true
502	alumni	2024-05-15	false	2024-05-20	true	true	true
511	alumni	2023-06-05	false	2024-01-21	true	true	true
524	alumni	2024-05-13	false	2025-04-05	true	true	true
531	alumni	null	null	2022-10-03	true	true	true
542	alumni	2022-06-16	false	2025-03-19	true	true	true
553	alumni	2024-05-18	false	2025-09-21	true	true	false
557	alumni	null	null	2022-08-24	true	true	true
559	alumni	null	null	2025-04-15	true	true	false
563	alumni	null	null	null	false	true	true
565	alumni	2024-03-30	false	2024-11-14	true	true	true
566	alumni	null	null	2025-08-14	true	true	false
571	alumni	null	null	null	true	true	true
577	alumni	2023-06-12	false	2023-10-26	true	true	true
583	alumni	null	null	2022-04-15	true	true	true
623	alumni	2021-05-20	false	2024-07-08	true	true	true
624	alumni	2024-05-14	false	2024-06-07	true	true	true
630	alumni	null	null	2024-05-13	true	true	true
639	alumni	null	null	2021-11-23	true	true	true
644	alumni	2024-06-09	false	2025-08-13	true	true	false
657	alumni	2023-05-30	false	2023-07-06	true	true	true
658	alumni	2025-01-15	false	2025-05-24	true	true	false
666	alumni	null	null	2022-03-28	true	true	true
669	alumni	null	null	2022-06-05	true	true	true
671	alumni	2023-06-01	false	2024-04-30	true	true	true
672	alumni	null	null	2025-08-12	true	true	false
674	alumni	null	null	2024-12-16	true	true	true
682	alumni	null	null	null	true	true	true
684	alumni	null	null	2022-06-12	true	true	true
686	alumni	2022-06-03	false	2024-04-07	true	true	true
689	alumni	2025-05-12	false	2025-08-14	true	true	false
702	alumni	2024-05-14	false	2024-06-12	true	true	true
703	alumni	2024-05-21	false	2025-09-08	true	true	false
704	alumni	2025-05-08	false	2025-05-08	true	true	false
707	alumni	2023-05-08	false	2023-07-10	true	true	true
715	alumni	2023-05-26	false	2024-05-29	true	true	true
720	alumni	2023-05-10	false	2024-12-21	true	true	true
723	alumni	null	null	null	true	true	true
728	alumni	null	null	2022-04-22	true	true	true
731	alumni	2023-05-17	false	2025-01-12	true	true	true
738	alumni	null	null	null	true	true	true
739	alumni	null	null	2022-09-09	true	true	true
740	alumni	null	null	2022-05-18	true	true	true
743	alumni	null	null	2023-07-17	true	true	true
744	alumni	null	null	2022-04-14	true	true	true
748	alumni	2023-05-08	false	2023-07-05	true	true	true
757	alumni	2022-05-10	false	2022-06-04	true	true	true
764	alumni	null	null	2022-02-11	true	true	true
772	alumni	2025-06-08	false	2025-09-10	true	true	false
776	alumni	2024-06-03	false	2025-08-11	true	true	false
